Category,Product Name,Product Description,Maximum Purchase Quantity,Maximum Purchase Quantity - Start Date,Maximum Purchase Quantity - Time Period (in Days),Maximum Purchase Quantity - End Date,Minimum Purchase Quantity,Parent SKU,Variation Integration No.,Variation Name1,Option for Variation 1,Image per Variation,Variation Name2,Option for Variation 2,Price,Stock,SKU,Size Chart Template,Size Chart Image,GTIN,Cover image,Item Image 1,Item Image 2,Item Image 3,Item Image 4,Item Image 5,Item Image 6,Item Image 7,Item Image 8,Weight,Length,Width,Height,Standard Delivery - ส่งธรรมดาในประเทศ,Pre-order DTS,Fail Reason
,0.28 Ct Fancy Pink SI AGL Ring | Colour Diam,"Sumptuous ring featuring a 0.28 carat Fancy Pink, set in luxurious Precious Metal. the embodiment of timeless sophistication — a true masterpiece for the most discerning connoisseur.",1,,,,1,3608_3619,,,,,,,5175,1,3608_3619,,,,https://www.colourdiam.com/Product/Jewellery/3608_3619/white45/center.jpg,https://colourdiam.com/Product/Jewellery/3608_3619/white45/3619_2.jpg,https://colourdiam.com/Product/Jewellery/3608_3619/white45/3619_3.jpg,https://colourdiam.com/Product/Jewellery/3608_3619/white45/3619_4.jpg,,,,,,,,,,On,,
,1.01 Ct Y-Z Range SI2 IGI Ring | Colour Diam,"Radiant Ring featuring a 1.01 carat Natural Diamond (SI2), set in luxurious Precious Metal. an extraordinary expression of refined elegance — a true masterpiece for the most discerning connoisseur.",1,,,,1,3747,,,,,,,2300,1,3747,,,,https://www.colourdiam.com/Product/Jewellery/3747/white45/center.jpg,,,,,,,,,,,,,On,,
,0.36 Ct Fancy Light Greenish Yellow VS2 GIA Ring | Colour Diam,"Peerless ring featuring a 0.36 carat Natural Diamond (VS2), set in luxurious Precious Metal. where unparalleled beauty meets masterful craftsmanship — a true masterpiece for the most discerning connoisseur.",1,,,,1,3760,,,,,,,2875,1,3760,,,,https://www.colourdiam.com/Product/Jewellery/3760/white45/center.jpg,https://colourdiam.com/Product/Jewellery/3760/white360/2.jpg,https://colourdiam.com/Product/Jewellery/3760/white360/3.jpg,https://colourdiam.com/Product/Jewellery/3760/white360/4.jpg,https://colourdiam.com/Product/Jewellery/3760/white360/center.jpg,,,,,,,,,On,,
,1.02 Ct Fancy Light Yellow I1 GIA Ring | Colour Diam,"Radiant Ring featuring a 1.02 carat Natural Diamond (I1), set in luxurious Precious Metal. an extraordinary expression of refined elegance — a true masterpiece for the most discerning connoisseur.",1,,,,1,3763,,,,,,,3449.9999999999995,1,3763,,,,https://www.colourdiam.com/Product/Jewellery/3763/white45/center.jpg,https://colourdiam.com/Product/Jewellery/3763/white45/colour-diam-3763-yellow-ring-08.jpg,https://colourdiam.com/Product/Jewellery/3763/white45/colour-diam-3763-yellow-ring-09.jpg,https://colourdiam.com/Product/Jewellery/3763/white45/colour-diam-3763-yellow-ring-10.jpg,,,,,,,,,,On,,
,1.01 Ct Light Pink VS2 GIA Ring | Colour Diam,"Lustrous Ring featuring a 1.01 carat Natural Diamond (VS2), set in luxurious Precious Metal. the pinnacle of luxurious craftsmanship — a true masterpiece for the most discerning connoisseur.",1,,,,1,3793,,,,,,,28749.999999999996,1,3793,,,,https://www.colourdiam.com/Product/Jewellery/3793/white45/center.jpg,https://colourdiam.com/Product/Jewellery/3793/white45/1.jpg,https://colourdiam.com/Product/Jewellery/3793/white45/2.jpg,,,,,,,,,,,On,,
,1.51 Ct Fancy Light Brownish Pink I1 GIA Ring | Colour Diam,"Opulent Ring featuring a 1.51 carat Natural Diamond (I1), set in luxurious Precious Metal. a testament to nature's finest artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,3967,,,,,,,13799.999999999998,1,3967,,,,https://www.colourdiam.com/Product/Jewellery/3967/white45/center.jpg,https://colourdiam.com/Product/Jewellery/3967/white45/3967_2.jpg,https://colourdiam.com/Product/Jewellery/3967/white45/3967_3.jpg,,,,,,,,,,,On,,
,1.01 Ct Fancy Brown Pink I1 GIA Ring | Colour Diam,"Extraordinary Ring featuring a 1.01 carat Fancy Brown (I1), set in luxurious Precious Metal. a rare gem destined for the most exclusive collections — a true masterpiece for the most discerning connoisseur.",1,,,,1,4059,,,,,,,8049.999999999999,1,4059,,,,https://www.colourdiam.com/Product/Jewellery/4059/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4059/white45/colour-diam-4059-pink-ring-07.jpg,https://colourdiam.com/Product/Jewellery/4059/white45/colour-diam-4059-pink-ring-08.jpg,,,,,,,,,,,On,,
,3.19 Ct Fancy Vivid Greenish Yellow VS1 GIA Bracelet | Colour Diam,"Sumptuous Bracelet featuring a 3.19 carat Fancy Vivid Green (VS1), set in luxurious Precious Metal. an heirloom-quality treasure for discerning collectors — a true masterpiece for the most discerning connoisseur.",1,,,,1,4085_4456_4800_5452_5554_5558_5592_5594_5598,,,,,,,14949.999999999998,1,4085_4456_4800_5452_5554_5558_5592_5594_5598,,,,"https://www.colourdiam.com/Product/Jewellery/
4085_4456_4800_5452_5554_5558_5592_5594_5598 
/white45/center.jpg",https://colourdiam.com/Product/Jewellery/4085_4456_4800_5452_5554_5558_5592_5594_5598/white360/center.jpg,,,,,,,,,,,,On,,
,0.52 Ct Very light pink VS2 GIA Ring | Colour Diam,"Captivating ring featuring a 0.52 carat Natural Diamond (VS2), set in luxurious Precious Metal. where unparalleled beauty meets masterful craftsmanship — a true masterpiece for the most discerning connoisseur.",1,,,,1,4191,,,,,,,8625,1,4191,,,,https://www.colourdiam.com/Product/Jewellery/4191/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4191/white45/4191_1.jpg,https://colourdiam.com/Product/Jewellery/4191/white45/4191_3.jpg,,,,,,,,,,,On,,
,0.53 Ct fancy light pinkish brown SI1 GIA Bracelet | Colour Diam,"Resplendent Bracelet featuring a 0.53 carat fancy brown (SI1), set in luxurious Precious Metal. an heirloom-quality treasure for discerning collectors — a true masterpiece for the most discerning connoisseur.",1,,,,1,"4193_4185_4184
4183_4180_4171
4169_4168_4167
4166_4124_4086_
3953",,,,,,,46000,1,"4193_4185_4184
4183_4180_4171
4169_4168_4167
4166_4124_4086_
3953",,,,"https://www.colourdiam.com/Product/Jewellery/4193_4185_4184
4183_4180_4171
4169_4168_4167
4166_4124_4086_
3953
/white45/center.jpg",https://colourdiam.com/Product/Jewellery/4193_4185_4184_4183_4180_4171_4169_4168_4167_4166_4124_4086_3953/black360/CENTER.jpg,,,,,,,,,,,,On,,
,0.51 Ct Fancy intense yellow i1 GIA Diamond | Colour Diam,"Brilliant Creation featuring a 0.51 carat Fancy intense yellow (I1), set in luxurious 18k. the embodiment of timeless sophistication — a true masterpiece for the most discerning connoisseur.",1,,,,1,"4207_4208
4227_4553
5156_5183_5482",,,,,,,13799.999999999998,1,"4207_4208
4227_4553
5156_5183_5482",,,,"https://www.colourdiam.com/Product/Jewellery/4207_4208
4227_4553
5156_5183_5482
/white45/center.jpg",https://colourdiam.com/Product/Jewellery/4207_4208_4227_4553_5156_5183_5482/white360/center.jpg,,,,,,,,,,,,On,,
,3.1 Ct W to X Range Si1 GIA Ring | Colour Diam,"Enchanting Ring featuring a 3.10 carat Natural Diamond (SI1), set in luxurious 18k. where unparalleled beauty meets masterful craftsmanship — a true masterpiece for the most discerning connoisseur.",1,,,,1,4262,,,,,,,11498.849999999999,1,4262,,,,https://www.colourdiam.com/Product/Jewellery/4262/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4262/white45/colour-diam-4262-yellow-ring-08.jpg,https://colourdiam.com/Product/Jewellery/4262/white45/colour-diam-4262-yellow-ring-09.jpg,,,,,,,,,,,On,,
,2 Ct U to V range I1 GIA Ring | Colour Diam,"Sumptuous Ring featuring a 2.00 carat Natural Diamond (I1), set in luxurious 18k. a rare gem destined for the most exclusive collections — a true masterpiece for the most discerning connoisseur.",1,,,,1,4268,,,,,,,6899.999999999999,1,4268,,,,https://www.colourdiam.com/Product/Jewellery/4268/white45/center.jpg,,,,,,,,,,,,,On,,
,1.51 Ct Fancy green vs AGL Ring 6.79 Gram | Colour Diam,"Matchless ring featuring a 1.51 carat Fancy green, set in luxurious Precious Metal. a masterpiece of natural beauty and human artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,4280,,,,,,,7474.999999999999,1,4280,,,,https://www.colourdiam.com/Product/Jewellery/4280/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4280/white45/4280_1.jpg,https://colourdiam.com/Product/Jewellery/4280/white45/4280_2.jpg,https://colourdiam.com/Product/Jewellery/4280/white45/4280_3.jpg,https://colourdiam.com/Product/Jewellery/4280/white45/4280_4.jpg,https://colourdiam.com/Product/Jewellery/4280/white45/4280_6.jpg,https://colourdiam.com/Product/Jewellery/4280/white45/4280_7.jpg,https://colourdiam.com/Product/Jewellery/4280/white45/4280_8.jpg,,,,,,On,,
,1.56 Ct Fancy Green VS AGL Ring | Colour Diam,"Enchanting ring featuring a 1.56 carat Fancy Green, set in luxurious Precious Metal. a masterpiece of natural beauty and human artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,4281,,,,,,,7474.999999999999,1,4281,,,,https://www.colourdiam.com/Product/Jewellery/4281/white45/center.jpg,,,,,,,,,,,,,On,,
,1.5 Ct W-X SI1 GIA Earring | Colour Diam,"Exceptional Earring featuring a  carat Natural Diamond (SI1), set in luxurious 18K. a masterpiece of natural beauty and human artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,4282_4283,,,,,,,8625,1,4282_4283,,,,https://www.colourdiam.com/Product/Jewellery/4282_4283/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4282_4283/CENTER.jpg,https://colourdiam.com/Product/Jewellery/4282_4283/model%20image/1.jpg,https://colourdiam.com/Product/Jewellery/4282_4283/model%20image/2.jpg,https://colourdiam.com/Product/Jewellery/4282_4283/model%20image/center.jpg,,,,,,,,,On,,
,1.01 Ct Light Pink I2 GIA Ring | Colour Diam,"Incomparable Ring featuring a 1.01 carat Natural Diamond (I2), set in luxurious 18k. the embodiment of timeless sophistication — a true masterpiece for the most discerning connoisseur.",1,,,,1,4286,,,,,,,17825,1,4286,,,,https://www.colourdiam.com/Product/Jewellery/4286/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4286/white360/1.jpg,https://colourdiam.com/Product/Jewellery/4286/white360/2.jpg,https://colourdiam.com/Product/Jewellery/4286/white360/3.jpg,https://colourdiam.com/Product/Jewellery/4286/white360/4.jpg,https://colourdiam.com/Product/Jewellery/4286/white360/center.jpg,,,,,,,,On,,
,2.01 Ct G si1 GIA Earring | Colour Diam,"Captivating Earring featuring a 2.01 carat Natural Diamond (SI1), set in luxurious 18k. a masterpiece of natural beauty and human artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,4327_4328,,,,,,,7313.999999999999,1,4327_4328,,,,https://www.colourdiam.com/Product/Jewellery/4327_4328/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4327_4328/white45/colour-diam-4327-4328-earring-08.jpg,https://colourdiam.com/Product/Jewellery/4327_4328/white45/colour-diam-4327-4328-earring-09.jpg,https://colourdiam.com/Product/Jewellery/4327_4328/white45/colour-diam-4327-4328-earring-10.jpg,,,,,,,,,,On,,
,1.01 Ct Fancy Green vs AGL Ring 3.606 Gram | Colour Diam,"Unparalleled Ring featuring a  carat Fancy Green, set in luxurious 18K. a testament to nature's finest artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,4329_5655,,,,,,,5750,1,4329_5655,,,,https://www.colourdiam.com/Product/Jewellery/4329_5655/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4329_5655/white45/1.jpg,https://colourdiam.com/Product/Jewellery/4329_5655/white45/2.jpg,https://colourdiam.com/Product/Jewellery/4329_5655/white45/3.jpg,https://colourdiam.com/Product/Jewellery/4329_5655/white45/CENTER.jpg.jpg,,,,,,,,,On,,
,1.01 Ct F SI2 IGI Ring | Colour Diam,"Unparalleled Ring featuring a 1.01 carat Natural Diamond (SI2), set in luxurious 18k. a masterpiece of natural beauty and human artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,4377,,,,,,,3564.9999999999995,1,4377,,,,https://www.colourdiam.com/Product/Jewellery/4377/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4377/black360/1.jpg,https://colourdiam.com/Product/Jewellery/4377/black360/2.jpg,https://colourdiam.com/Product/Jewellery/4377/black360/3.jpg,https://colourdiam.com/Product/Jewellery/4377/black360/B4377_5.jpg,https://colourdiam.com/Product/Jewellery/4377/black360/B4377_6.jpg,https://colourdiam.com/Product/Jewellery/4377/black360/B4377_7.jpg,https://colourdiam.com/Product/Jewellery/4377/black360/B4377_8.jpg,,,,,,On,,
,15.16 Ct GIA Bracelet | Colour Diam,"Resplendent Bracelet featuring a 0.36 carat Natural Diamond, set in luxurious Precious Metal. an heirloom-quality treasure for discerning collectors — a true masterpiece for the most discerning connoisseur.",1,,,,1,4401_4402_4406_4409_4410_4422_4423_4354_4417,,,,,,,20700,1,4401_4402_4406_4409_4410_4422_4423_4354_4417,,,,"https://www.colourdiam.com/Product/Jewellery/4401_4402_4406_4409_4410_4422_4423_4354_4417
/white45/center.jpg",https://colourdiam.com/Product/Jewellery/4401_4402_4406_4409_4410_4422_4423_4354_4417/white360/center.jpg,,,,,,,,,,,,On,,
,0.57 Ct Faint Pinkish Brown I1 GIA Ring | Colour Diam,"Resplendent Ring featuring a  carat Natural Diamond (I1), set in luxurious Precious Metal. an extraordinary expression of refined elegance — a true masterpiece for the most discerning connoisseur.",1,,,,1,4403,,,,,,,5175,1,4403,,,,https://www.colourdiam.com/Product/Jewellery/4403/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4403/white45/1.jpg,https://colourdiam.com/Product/Jewellery/4403/white45/2.jpg,https://colourdiam.com/Product/Jewellery/4403/white45/3.jpg,https://colourdiam.com/Product/Jewellery/4403/white45/colour-diam-4403-pink-ring-08.jpg,https://colourdiam.com/Product/Jewellery/4403/white45/colour-diam-4403-pink-ring-10.jpg,,,,,,,,On,,
,0.62 Ct Very Light Pink SI2 GIA Ring | Colour Diam,"Sumptuous Ring featuring a  carat Natural Diamond (SI2), set in luxurious Precious Metal. the embodiment of timeless sophistication — a true masterpiece for the most discerning connoisseur.",1,,,,1,4415,,,,,,,6669.999999999999,1,4415,,,,https://www.colourdiam.com/Product/Jewellery/4415/white45/center.jpg,,,,,,,,,,,,,On,,
,0.52 Ct Very Light Pink I3 GIA Ring | Colour Diam,"Sumptuous Ring featuring a 0.52 carat Natural Diamond (I3), set in luxurious 18k. an extraordinary expression of refined elegance — a true masterpiece for the most discerning connoisseur.",1,,,,1,4416,,,,,,,5175,1,4416,,,,https://www.colourdiam.com/Product/Jewellery/4416/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4416/white45/colour-diam-4416-pink-ring-08.jpg,,,,,,,,,,,,On,,
,0.5 Ct GIA Earring | Colour Diam,"Radiant EARRING featuring a 0.50 carat Natural Diamond (SI1), set in luxurious Precious Metal. a masterpiece of natural beauty and human artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,3400_4462,,,,,,,4600,1,3400_4462,,,,https://www.colourdiam.com/Product/Jewellery/3400_4462/white45/center.jpg,,,,,,,,,,,,,On,,
,0.9 Ct Very Light Pink SI2 GIA Ring | Colour Diam,"Matchless Ring featuring a 0.90 carat Natural Diamond (SI2), set in luxurious Precious Metal. the embodiment of timeless sophistication — a true masterpiece for the most discerning connoisseur.",1,,,,1,4468,,,,,,,17250,1,4468,,,,https://www.colourdiam.com/Product/Jewellery/4468/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4468/white45/4468_1.jpg,https://colourdiam.com/Product/Jewellery/4468/white45/4468_2%20%28May%201%2C%202025%201-01-19%20AM%29.jpg,https://colourdiam.com/Product/Jewellery/4468/white45/4468_2.jpg,https://colourdiam.com/Product/Jewellery/4468/white45/4468_3.jpg,https://colourdiam.com/Product/Jewellery/4468/white45/4468_4.jpg,https://colourdiam.com/Product/Jewellery/4468/white45/colour-diam-4468-pink-ring-07.jpg,https://colourdiam.com/Product/Jewellery/4468/white45/colour-diam-4468-pink-ring-08.jpg,,,,,,On,,
,1.02 Ct Faint Pink SI2 GIA Ring | Colour Diam,"Captivating Ring featuring a  carat Natural Diamond (SI2), set in luxurious 18K. the embodiment of timeless sophistication — a true masterpiece for the most discerning connoisseur.",1,,,,1,4509,,,,,,,18975,1,4509,,,,https://www.colourdiam.com/Product/Jewellery/4509/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4509/white45/4509_1.jpg,https://colourdiam.com/Product/Jewellery/4509/white45/4509_2.jpg,https://colourdiam.com/Product/Jewellery/4509/white45/4509_3.jpg,,,,,,,,,,On,,
,1.15 Ct Light Pinkish Brown SI2 GIA Ring | Colour Diam,"Sumptuous Ring featuring a 1.15 carat Natural Diamond (SI2), set in luxurious 18k. a masterpiece of natural beauty and human artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,4510,,,,,,,13224.999999999998,1,4510,,,,https://www.colourdiam.com/Product/Jewellery/4510/white45/center.jpg,,,,,,,,,,,,,On,,
,0.4 Ct Very Light Pink SI1 GIA Ring | Colour Diam,"Dazzling Ring featuring a 0.40 carat Natural Diamond (SI1), set in luxurious 18k. a masterpiece of natural beauty and human artistry — a true masterpiece for the most discerning connoisseur.",1,,,,1,4520,,,,,,,6324.999999999999,1,4520,,,,https://www.colourdiam.com/Product/Jewellery/4520/white45/center.jpg,,,,,,,,,,,,,On,,
,0.91 Ct Fancy yellow I2 GIA Ring | Colour Diam,"Exceptional Ring featuring a 0.91 carat Fancy yellow (I2), set in luxurious 18k. a rare gem destined for the most exclusive collections — a true masterpiece for the most discerning connoisseur.",1,,,,1,4551,,,,,,,3104.9999999999995,1,4551,,,,https://www.colourdiam.com/Product/Jewellery/4551/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4551/white45/4551_1.jpg,https://colourdiam.com/Product/Jewellery/4551/white45/4551_2.jpg,https://colourdiam.com/Product/Jewellery/4551/white45/4551_3.jpg,,,,,,,,,,On,,
,1 Ct fancy yellow Si2 GIA Ring | Colour Diam,"Incomparable Ring featuring a 1.00 carat fancy yellow (SI2), set in luxurious 18k. the embodiment of timeless sophistication — a true masterpiece for the most discerning connoisseur.",1,,,,1,4643,,,,,,,4600,1,4643,,,,https://www.colourdiam.com/Product/Jewellery/4643/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4643/white45/4643_1.jpg,https://colourdiam.com/Product/Jewellery/4643/white45/4643_2.jpg,https://colourdiam.com/Product/Jewellery/4643/white45/4643_3.jpg,,,,,,,,,,On,,
,0.82 Ct Faint Pink SI1 GIA Ring | Colour Diam,"Enchanting Ring featuring a 0.82 carat Natural Diamond (SI1), set in luxurious 18k. the embodiment of timeless sophistication — a true masterpiece for the most discerning connoisseur.",1,,,,1,4649,,,,,,,8625,1,4649,,,,https://www.colourdiam.com/Product/Jewellery/4649/white45/center.jpg,https://colourdiam.com/Product/Jewellery/4649/white45/1.jpg,https://colourdiam.com/Product/Jewellery/4649/white45/2.jpg,,,,,,,,,,,On,,
